region,year,species,population
Dire Dawa,2007,Females indigenous breed,31219
Dire Dawa,2008,Females indigenous breed,31411
Dire Dawa,2009,Females indigenous breed,28742
Dire Dawa,2010,Females indigenous breed,27491
Dire Dawa,2011,Females indigenous breed,31448
Dire Dawa,2012,Females indigenous breed,29170
Dire Dawa,2013,Females indigenous breed,27929
Dire Dawa,2014,Females indigenous breed,31978
Dire Dawa,2015,Females indigenous breed,32850
Dire Dawa,2016,Females indigenous breed,33518
Dire Dawa,2017,Females indigenous breed,32715
Dire Dawa,2018,Females indigenous breed,33532
Dire Dawa,2019,Females indigenous breed,43385
Dire Dawa,2020,Females indigenous breed,49579
Gambela,2003,Females indigenous breed,0
Gambela,2004,Females indigenous breed,0
Gambela,2005,Females indigenous breed,0
Gambela,2006,Females indigenous breed,0
Gambela,2007,Females indigenous breed,145706
Gambela,2008,Females indigenous breed,92413
Gambela,2009,Females indigenous breed,148428
Gambela,2010,Females indigenous breed,182598
Gambela,2011,Females indigenous breed,179640
Gambela,2012,Females indigenous breed,196875
Gambela,2013,Females indigenous breed,196709
Gambela,2014,Females indigenous breed,198864
Gambela,2015,Females indigenous breed,196604
Gambela,2016,Females indigenous breed,200107
Gambela,2017,Females indigenous breed,205700
Gambela,2018,Females indigenous breed,206110
Gambela,2019,Females indigenous breed,228108
Gambela,2020,Females indigenous breed,221593
Harari,2003,Females indigenous breed,20406
Harari,2004,Females indigenous breed,19942
Harari,2005,Females indigenous breed,23741
Harari,2006,Females indigenous breed,23805
Harari,2007,Females indigenous breed,25558
Harari,2008,Females indigenous breed,27358
Harari,2009,Females indigenous breed,28713
Harari,2010,Females indigenous breed,32816
Harari,2011,Females indigenous breed,29573
Harari,2012,Females indigenous breed,33512
Harari,2013,Females indigenous breed,35327
Harari,2014,Females indigenous breed,38112
Harari,2015,Females indigenous breed,40238
Harari,2016,Females indigenous breed,42645
Harari,2017,Females indigenous breed,42284
Harari,2018,Females indigenous breed,44174
Harari,2019,Females indigenous breed,41013
Harari,2020,Females indigenous breed,53187
Oromoa,2003,Females indigenous breed,9283126
Oromoa,2004,Females indigenous breed,9549920
Oromoa,2005,Females indigenous breed,9929017
Oromoa,2006,Females indigenous breed,10682677
Oromoa,2007,Females indigenous breed,11699853
Oromoa,2008,Females indigenous breed,12263441
Oromoa,2009,Females indigenous breed,137274
Oromoa,2010,Females indigenous breed,12346800
Oromoa,2011,Females indigenous breed,12160314
Oromoa,2012,Females indigenous breed,12029483
Oromoa,2013,Females indigenous breed,11973771
Oromoa,2014,Females indigenous breed,12340125
Oromoa,2015,Females indigenous breed,12432677
Oromoa,2016,Females indigenous breed,13025021
Oromoa,2017,Females indigenous breed,13214937
Oromoa,2018,Females indigenous breed,13350702
Oromoa,2019,Females indigenous breed,13164994
Oromoa,2020,Females indigenous breed,13345573
SNNPR,2003,Females indigenous breed,4994412
SNNPR,2004,Females indigenous breed,5046178
SNNPR,2005,Females indigenous breed,5097343
SNNPR,2006,Females indigenous breed,5359660
SNNPR,2007,Females indigenous breed,6037934
SNNPR,2008,Females indigenous breed,5878040
SNNPR,2009,Females indigenous breed,6503629
SNNPR,2010,Females indigenous breed,6936805
SNNPR,2011,Females indigenous breed,6544060
SNNPR,2012,Females indigenous breed,6935158
SNNPR,2013,Females indigenous breed,6926706
SNNPR,2014,Females indigenous breed,6931352
SNNPR,2015,Females indigenous breed,7052220
SNNPR,2016,Females indigenous breed,7048699
SNNPR,2017,Females indigenous breed,6824265
SNNPR,2018,Females indigenous breed,7470392
SNNPR,2019,Females indigenous breed,7534927
SNNPR,2020,Females indigenous breed,6276349
Somali,2003,Females indigenous breed,308357
Somali,2004,Females indigenous breed,301909
Somali,2005,Females indigenous breed,346827
Somali,2006,Females indigenous breed,411164
Somali,2007,Females indigenous breed,436596
Somali,2008,Females indigenous breed,420651
Somali,2009,Females indigenous breed,409926
Somali,2010,Females indigenous breed,426199
Somali,2011,Females indigenous breed,339485
Somali,2012,Females indigenous breed,409982
Somali,2013,Females indigenous breed,408848
Somali,2014,Females indigenous breed,441871
Somali,2015,Females indigenous breed,416738
Somali,2016,Females indigenous breed,400525
Somali,2017,Females indigenous breed,378026
Somali,2018,Females indigenous breed,378026
Somali,2019,Females indigenous breed,2538938
Somali,2020,Females indigenous breed,4240101
Tigray,2003,Females indigenous breed,1289261
Tigray,2004,Females indigenous breed,1400610
Tigray,2005,Females indigenous breed,1325950
Tigray,2006,Females indigenous breed,1523368
Tigray,2007,Females indigenous breed,1634124
Tigray,2008,Females indigenous breed,1628684
Tigray,2009,Females indigenous breed,1679097
Tigray,2010,Females indigenous breed,1873557
Tigray,2011,Females indigenous breed,1805798
Tigray,2012,Females indigenous breed,2098023
Tigray,2013,Females indigenous breed,2168948
Tigray,2014,Females indigenous breed,2329683
Tigray,2015,Females indigenous breed,2308170
Tigray,2016,Females indigenous breed,2374962
Tigray,2017,Females indigenous breed,2437928
Tigray,2018,Females indigenous breed,2408546
Tigray,2019,Females indigenous breed,2491664
Tigray,2020,Females indigenous breed,2491664
Addis Ababa,2003,Females hybrid breed,1859
Addis Ababa,2004,Females hybrid breed,329
Addis Ababa,2005,Females hybrid breed,597
Addis Ababa,2006,Females hybrid breed,749
Addis Ababa,2007,Females hybrid breed,0
Addis Ababa,2008,Females hybrid breed,0
Addis Ababa,2009,Females hybrid breed,0
Addis Ababa,2010,Females hybrid breed,0
Addis Ababa,2011,Females hybrid breed,0
Addis Ababa,2012,Females hybrid breed,0
Addis Ababa,2013,Females hybrid breed,0
Addis Ababa,2014,Females hybrid breed,0
Addis Ababa,2015,Females hybrid breed,0
Addis Ababa,2016,Females hybrid breed,0
Addis Ababa,2017,Females hybrid breed,0
Addis Ababa,2018,Females hybrid breed,0
Addis Ababa,2019,Females hybrid breed,0
Addis Ababa,2020,Females hybrid breed,0
Afar,2003,Females hybrid breed,0
Afar,2004,Females hybrid breed,0
Afar,2005,Females hybrid breed,0
Afar,2006,Females hybrid breed,0
Afar,2007,Females hybrid breed,0
Afar,2008,Females hybrid breed,0
Afar,2009,Females hybrid breed,0
Afar,2010,Females hybrid breed,0
Afar,2011,Females hybrid breed,0
Afar,2012,Females hybrid breed,0
Afar,2013,Females hybrid breed,0
Afar,2014,Females hybrid breed,0
Afar,2015,Females hybrid breed,0
Afar,2016,Females hybrid breed,0
Afar,2017,Females hybrid breed,0
Afar,2018,Females hybrid breed,0
Afar,2019,Females hybrid breed,0
Afar,2020,Females hybrid breed,0
Amhara,2003,Females hybrid breed,32349
Amhara,2004,Females hybrid breed,17318
Amhara,2005,Females hybrid breed,25513
Amhara,2006,Females hybrid breed,27236
Amhara,2007,Females hybrid breed,35158
Amhara,2008,Females hybrid breed,38573
Amhara,2009,Females hybrid breed,42501
Amhara,2010,Females hybrid breed,37555
Amhara,2011,Females hybrid breed,72106
Amhara,2012,Females hybrid breed,78803
Amhara,2013,Females hybrid breed,94555
Amhara,2014,Females hybrid breed,95556
Amhara,2015,Females hybrid breed,115582
Amhara,2016,Females hybrid breed,162227
Amhara,2017,Females hybrid breed,175608
Amhara,2018,Females hybrid breed,226778
Amhara,2019,Females hybrid breed,202326
Amhara,2020,Females hybrid breed,291418
Benishangul Gumz,2003,Females hybrid breed,0
Benishangul Gumz,2004,Females hybrid breed,0
Benishangul Gumz,2005,Females hybrid breed,0
Benishangul Gumz,2006,Females hybrid breed,0
Benishangul Gumz,2007,Females hybrid breed,0
Benishangul Gumz,2008,Females hybrid breed,0
Benishangul Gumz,2009,Females hybrid breed,0
Benishangul Gumz,2010,Females hybrid breed,0
Benishangul Gumz,2011,Females hybrid breed,0
Benishangul Gumz,2012,Females hybrid breed,0
Benishangul Gumz,2013,Females hybrid breed,0
Benishangul Gumz,2014,Females hybrid breed,0
Benishangul Gumz,2015,Females hybrid breed,0
Benishangul Gumz,2016,Females hybrid breed,0
Benishangul Gumz,2017,Females hybrid breed,0
Benishangul Gumz,2018,Females hybrid breed,0
Benishangul Gumz,2019,Females hybrid breed,0
Benishangul Gumz,2020,Females hybrid breed,0
Dire Dawa,2003,Females hybrid breed,0
Dire Dawa,2004,Females hybrid breed,0
Dire Dawa,2005,Females hybrid breed,0
Dire Dawa,2006,Females hybrid breed,0
Dire Dawa,2007,Females hybrid breed,0
Dire Dawa,2008,Females hybrid breed,0
Dire Dawa,2009,Females hybrid breed,0
Dire Dawa,2010,Females hybrid breed,0
Dire Dawa,2011,Females hybrid breed,0
Dire Dawa,2012,Females hybrid breed,0
Dire Dawa,2013,Females hybrid breed,0
Dire Dawa,2014,Females hybrid breed,0
Dire Dawa,2015,Females hybrid breed,0
Dire Dawa,2016,Females hybrid breed,0
Dire Dawa,2017,Females hybrid breed,0
Dire Dawa,2018,Females hybrid breed,0
Dire Dawa,2019,Females hybrid breed,0
Dire Dawa,2020,Females hybrid breed,0
Gambela,2003,Females hybrid breed,0
Gambela,2004,Females hybrid breed,0
Gambela,2005,Females hybrid breed,0
Gambela,2006,Females hybrid breed,0
Gambela,2007,Females hybrid breed,0
Gambela,2008,Females hybrid breed,0
Gambela,2009,Females hybrid breed,0
Gambela,2010,Females hybrid breed,0
Gambela,2011,Females hybrid breed,0
Gambela,2012,Females hybrid breed,0
Gambela,2013,Females hybrid breed,0
Gambela,2014,Females hybrid breed,0
Gambela,2015,Females hybrid breed,0
Gambela,2016,Females hybrid breed,0
Gambela,2017,Females hybrid breed,0
Gambela,2018,Females hybrid breed,0
Gambela,2019,Females hybrid breed,0
Gambela,2020,Females hybrid breed,0
Harari,2003,Females hybrid breed,0
Harari,2004,Females hybrid breed,0
Harari,2005,Females hybrid breed,0
Harari,2006,Females hybrid breed,209
Harari,2007,Females hybrid breed,0
Harari,2008,Females hybrid breed,0
Harari,2009,Females hybrid breed,0
Harari,2010,Females hybrid breed,0
Harari,2011,Females hybrid breed,0
Harari,2012,Females hybrid breed,0
Harari,2013,Females hybrid breed,0
Harari,2014,Females hybrid breed,0
Harari,2015,Females hybrid breed,0
Harari,2016,Females hybrid breed,0
Harari,2017,Females hybrid breed,0
Harari,2018,Females hybrid breed,2260
Harari,2019,Females hybrid breed,2666
Harari,2020,Females hybrid breed,0
Oromoa,2003,Females hybrid breed,75976
Oromoa,2004,Females hybrid breed,68369
Oromoa,2005,Females hybrid breed,103101
Oromoa,2006,Females hybrid breed,89356
Oromoa,2007,Females hybrid breed,124644
Oromoa,2008,Females hybrid breed,112590
Oromoa,2009,Females hybrid breed,15999
Oromoa,2010,Females hybrid breed,128511
Oromoa,2011,Females hybrid breed,149039
Oromoa,2012,Females hybrid breed,164537
Oromoa,2013,Females hybrid breed,191577
Oromoa,2014,Females hybrid breed,188864
Oromoa,2015,Females hybrid breed,185111
Oromoa,2016,Females hybrid breed,242585
Oromoa,2017,Females hybrid breed,194305
Oromoa,2018,Females hybrid breed,285456
Oromoa,2019,Females hybrid breed,343806
Oromoa,2020,Females hybrid breed,392286
SNNPR,2003,Females hybrid breed,27736
SNNPR,2004,Females hybrid breed,29679
SNNPR,2005,Females hybrid breed,24812
SNNPR,2006,Females hybrid breed,29607
SNNPR,2007,Females hybrid breed,32780
SNNPR,2008,Females hybrid breed,31794
SNNPR,2009,Females hybrid breed,28119
SNNPR,2010,Females hybrid breed,39235
SNNPR,2011,Females hybrid breed,51451
SNNPR,2012,Females hybrid breed,62273
SNNPR,2013,Females hybrid breed,75229
SNNPR,2014,Females hybrid breed,102060
SNNPR,2015,Females hybrid breed,79430
SNNPR,2016,Females hybrid breed,151296
SNNPR,2017,Females hybrid breed,174089
SNNPR,2018,Females hybrid breed,143406
SNNPR,2019,Females hybrid breed,164445
SNNPR,2020,Females hybrid breed,193468
Somali,2003,Females hybrid breed,0
Somali,2004,Females hybrid breed,0
Somali,2005,Females hybrid breed,0
Somali,2006,Females hybrid breed,0
Somali,2007,Females hybrid breed,0
Somali,2008,Females hybrid breed,0
Somali,2009,Females hybrid breed,0
Somali,2010,Females hybrid breed,0
Somali,2011,Females hybrid breed,0
Somali,2012,Females hybrid breed,0
Somali,2013,Females hybrid breed,0
Somali,2014,Females hybrid breed,0
Somali,2015,Females hybrid breed,0
Somali,2016,Females hybrid breed,0
Somali,2017,Females hybrid breed,0
Somali,2018,Females hybrid breed,0
Somali,2019,Females hybrid breed,12375
Somali,2020,Females hybrid breed,0
Tigray,2003,Females hybrid breed,0
Tigray,2004,Females hybrid breed,7238
Tigray,2005,Females hybrid breed,5954
Tigray,2006,Females hybrid breed,3874
Tigray,2007,Females hybrid breed,9164
Tigray,2008,Females hybrid breed,6425
Tigray,2009,Females hybrid breed,13125
Tigray,2010,Females hybrid breed,8601
Tigray,2011,Females hybrid breed,23573
Tigray,2012,Females hybrid breed,26857
Tigray,2013,Females hybrid breed,37153
Tigray,2014,Females hybrid breed,24193
Tigray,2015,Females hybrid breed,49241
Tigray,2016,Females hybrid breed,49264
Tigray,2017,Females hybrid breed,51900
Tigray,2018,Females hybrid breed,44153
Tigray,2019,Females hybrid breed,49954
Tigray,2020,Females hybrid breed,49954
Addis Ababa,2003,Females exotic breed,0
Addis Ababa,2004,Females exotic breed,0
Addis Ababa,2005,Females exotic breed,0
Addis Ababa,2006,Females exotic breed,179
Addis Ababa,2007,Females exotic breed,0
Addis Ababa,2008,Females exotic breed,0
Addis Ababa,2009,Females exotic breed,0
Addis Ababa,2010,Females exotic breed,0
Addis Ababa,2011,Females exotic breed,0
Addis Ababa,2012,Females exotic breed,0
Addis Ababa,2013,Females exotic breed,0
Addis Ababa,2014,Females exotic breed,0
Addis Ababa,2015,Females exotic breed,0
Addis Ababa,2016,Females exotic breed,0
Addis Ababa,2017,Females exotic breed,0
Addis Ababa,2018,Females exotic breed,0
Addis Ababa,2019,Females exotic breed,0
Addis Ababa,2020,Females exotic breed,0
Afar,2003,Females exotic breed,0
Afar,2004,Females exotic breed,0
Afar,2005,Females exotic breed,0
Afar,2006,Females exotic breed,0
Afar,2007,Females exotic breed,0
Afar,2008,Females exotic breed,0
Afar,2009,Females exotic breed,0
Afar,2010,Females exotic breed,0
Afar,2011,Females exotic breed,0
Afar,2012,Females exotic breed,0
Afar,2013,Females exotic breed,0
Afar,2014,Females exotic breed,0
Afar,2015,Females exotic breed,0
Afar,2016,Females exotic breed,0
Afar,2017,Females exotic breed,0
Afar,2018,Females exotic breed,0
Afar,2019,Females exotic breed,0
Afar,2020,Females exotic breed,0
Amhara,2003,Females exotic breed,0
Amhara,2004,Females exotic breed,0
Amhara,2005,Females exotic breed,0
Amhara,2006,Females exotic breed,3944
Amhara,2007,Females exotic breed,3008
Amhara,2008,Females exotic breed,0
Amhara,2009,Females exotic breed,6422
Amhara,2010,Females exotic breed,1870
Amhara,2011,Females exotic breed,8925
Amhara,2012,Females exotic breed,6865
Amhara,2013,Females exotic breed,10658
Amhara,2014,Females exotic breed,16042
Amhara,2015,Females exotic breed,21178
Amhara,2016,Females exotic breed,8363
Amhara,2017,Females exotic breed,0
Amhara,2018,Females exotic breed,29692
Amhara,2019,Females exotic breed,23390
Amhara,2020,Females exotic breed,46507
Benishangul Gumz,2003,Females exotic breed,0
Benishangul Gumz,2004,Females exotic breed,0
Benishangul Gumz,2005,Females exotic breed,0
Benishangul Gumz,2006,Females exotic breed,0
Benishangul Gumz,2007,Females exotic breed,0
Benishangul Gumz,2008,Females exotic breed,0
Benishangul Gumz,2009,Females exotic breed,0
Benishangul Gumz,2010,Females exotic breed,0
Benishangul Gumz,2011,Females exotic breed,0
Benishangul Gumz,2012,Females exotic breed,0
Benishangul Gumz,2013,Females exotic breed,0
Benishangul Gumz,2014,Females exotic breed,0
Benishangul Gumz,2015,Females exotic breed,0
Benishangul Gumz,2016,Females exotic breed,0
Benishangul Gumz,2017,Females exotic breed,0
Benishangul Gumz,2018,Females exotic breed,0
Benishangul Gumz,2019,Females exotic breed,0
Benishangul Gumz,2020,Females exotic breed,0
Dire Dawa,2003,Females exotic breed,0
Dire Dawa,2004,Females exotic breed,0
Dire Dawa,2005,Females exotic breed,0
Dire Dawa,2006,Females exotic breed,0
Dire Dawa,2007,Females exotic breed,0
Dire Dawa,2008,Females exotic breed,0
Dire Dawa,2009,Females exotic breed,0
Dire Dawa,2010,Females exotic breed,0
Dire Dawa,2011,Females exotic breed,0
Dire Dawa,2012,Females exotic breed,0
Dire Dawa,2013,Females exotic breed,0
Dire Dawa,2014,Females exotic breed,0
Dire Dawa,2015,Females exotic breed,0
Dire Dawa,2016,Females exotic breed,0
Dire Dawa,2017,Females exotic breed,0
Dire Dawa,2018,Females exotic breed,0
Dire Dawa,2019,Females exotic breed,0
Dire Dawa,2020,Females exotic breed,0
Gambela,2003,Females exotic breed,0
Gambela,2004,Females exotic breed,0
Gambela,2005,Females exotic breed,0
Gambela,2006,Females exotic breed,0
Gambela,2007,Females exotic breed,0
Gambela,2008,Females exotic breed,0
Gambela,2009,Females exotic breed,0
Gambela,2010,Females exotic breed,0
Gambela,2011,Females exotic breed,0
Gambela,2012,Females exotic breed,0
Gambela,2013,Females exotic breed,0
Gambela,2014,Females exotic breed,0
Gambela,2015,Females exotic breed,0
Gambela,2016,Females exotic breed,0
Gambela,2017,Females exotic breed,0
Gambela,2018,Females exotic breed,0
Gambela,2019,Females exotic breed,0
Gambela,2020,Females exotic breed,0
Harari,2003,Females exotic breed,0
Harari,2004,Females exotic breed,0
Harari,2005,Females exotic breed,0
Harari,2006,Females exotic breed,0
Harari,2007,Females exotic breed,0
Harari,2008,Females exotic breed,0
Harari,2009,Females exotic breed,0
Harari,2010,Females exotic breed,413
Harari,2011,Females exotic breed,0
Harari,2012,Females exotic breed,553
Harari,2013,Females exotic breed,0
Harari,2014,Females exotic breed,692
Harari,2015,Females exotic breed,1583
Harari,2016,Females exotic breed,1051
Harari,2017,Females exotic breed,0
Harari,2018,Females exotic breed,0
Harari,2019,Females exotic breed,0
Harari,2020,Females exotic breed,0
Oromoa,2003,Females exotic breed,4199
Oromoa,2004,Females exotic breed,8624
Oromoa,2005,Females exotic breed,10105
Oromoa,2006,Females exotic breed,11568
Oromoa,2007,Females exotic breed,24296
Oromoa,2008,Females exotic breed,23094
Oromoa,2009,Females exotic breed,0
Oromoa,2010,Females exotic breed,26400
Oromoa,2011,Females exotic breed,18481
Oromoa,2012,Females exotic breed,15247
Oromoa,2013,Females exotic breed,20060
Oromoa,2014,Females exotic breed,16290
Oromoa,2015,Females exotic breed,20708
Oromoa,2016,Females exotic breed,28365
Oromoa,2017,Females exotic breed,43213
Oromoa,2018,Females exotic breed,37540
Oromoa,2019,Females exotic breed,80805
Oromoa,2020,Females exotic breed,51471
SNNPR,2003,Females exotic breed,0
SNNPR,2004,Females exotic breed,0
SNNPR,2005,Females exotic breed,4036
SNNPR,2006,Females exotic breed,0
SNNPR,2007,Females exotic breed,1191
SNNPR,2008,Females exotic breed,5261
SNNPR,2009,Females exotic breed,4472
SNNPR,2010,Females exotic breed,4422
SNNPR,2011,Females exotic breed,3568
SNNPR,2012,Females exotic breed,7455
SNNPR,2013,Females exotic breed,8323
SNNPR,2014,Females exotic breed,11305
SNNPR,2015,Females exotic breed,14775
SNNPR,2016,Females exotic breed,11899
SNNPR,2017,Females exotic breed,7454
SNNPR,2018,Females exotic breed,0
SNNPR,2019,Females exotic breed,15499
SNNPR,2020,Females exotic breed,0
Somali,2003,Females exotic breed,0
Somali,2004,Females exotic breed,0
Somali,2005,Females exotic breed,0
Somali,2006,Females exotic breed,0
Somali,2007,Females exotic breed,0
Somali,2008,Females exotic breed,0
Somali,2009,Females exotic breed,0
Somali,2010,Females exotic breed,0
Somali,2011,Females exotic breed,0
Somali,2012,Females exotic breed,0
Somali,2013,Females exotic breed,0
Somali,2014,Females exotic breed,0
Somali,2015,Females exotic breed,0
Somali,2016,Females exotic breed,0
Somali,2017,Females exotic breed,0
Somali,2018,Females exotic breed,0
Somali,2019,Females exotic breed,0
Somali,2020,Females exotic breed,0
Tigray,2003,Females exotic breed,0
Tigray,2004,Females exotic breed,1040
Tigray,2005,Females exotic breed,0
Tigray,2006,Females exotic breed,2026
Tigray,2007,Females exotic breed,1553
Tigray,2008,Females exotic breed,1934
Tigray,2009,Females exotic breed,2619
Tigray,2010,Females exotic breed,2887
Tigray,2011,Females exotic breed,8758
Tigray,2012,Females exotic breed,6298
Tigray,2013,Females exotic breed,10869
Tigray,2014,Females exotic breed,12434
Tigray,2015,Females exotic breed,11658
Tigray,2016,Females exotic breed,16883
Tigray,2017,Females exotic breed,9305
Tigray,2018,Females exotic breed,12219
Tigray,2019,Females exotic breed,18408
Tigray,2020,Females exotic breed,18408
Addis Ababa,2003,Males_draught,22769
Addis Ababa,2004,Males_draught,7284
Addis Ababa,2005,Males_draught,10007
Addis Ababa,2006,Males_draught,9875
Addis Ababa,2007,Males_draught,0
Addis Ababa,2008,Males_draught,0
Addis Ababa,2009,Males_draught,0
Addis Ababa,2010,Males_draught,0
Addis Ababa,2011,Males_draught,0
Addis Ababa,2012,Males_draught,0
Addis Ababa,2013,Males_draught,0
Addis Ababa,2014,Males_draught,0
Addis Ababa,2015,Males_draught,0
Addis Ababa,2016,Males_draught,0
Addis Ababa,2017,Males_draught,0
Addis Ababa,2018,Males_draught,0
Addis Ababa,2019,Males_draught,0
Addis Ababa,2020,Males_draught,0
Afar,2003,Males_draught,12293
Afar,2004,Males_draught,9124
Afar,2005,Males_draught,7848
Afar,2006,Males_draught,10180
Afar,2007,Males_draught,11586
Afar,2008,Males_draught,15149
Afar,2009,Males_draught,14113
Afar,2010,Males_draught,32308
Afar,2011,Males_draught,34541
Afar,2012,Males_draught,44522
Afar,2013,Males_draught,55584
Afar,2014,Males_draught,60491
Afar,2015,Males_draught,61580
Afar,2016,Males_draught,46603
Afar,2017,Males_draught,41827
Afar,2018,Males_draught,39343
Afar,2019,Males_draught,33495
Afar,2020,Males_draught,20240
Amhara,2003,Males_draught,3070417
Amhara,2004,Males_draught,3161060
Amhara,2005,Males_draught,3346686
Amhara,2006,Males_draught,3385439
Amhara,2007,Males_draught,3704000
Amhara,2008,Males_draught,4189265
Amhara,2009,Males_draught,4198170
Amhara,2010,Males_draught,4381099
Amhara,2011,Males_draught,4233324
Amhara,2012,Males_draught,4433475
Amhara,2013,Males_draught,4582017
Amhara,2014,Males_draught,4890843
Amhara,2015,Males_draught,4959395
Amhara,2016,Males_draught,5115423
Amhara,2017,Males_draught,5153512
Amhara,2018,Males_draught,5273819
Amhara,2019,Males_draught,5132503
Amhara,2020,Males_draught,5421246
Benishangul Gumz,2003,Males_draught,67999
Benishangul Gumz,2004,Males_draught,72261
Benishangul Gumz,2005,Males_draught,85515
Benishangul Gumz,2006,Males_draught,82447
Benishangul Gumz,2007,Males_draught,91975
Benishangul Gumz,2008,Males_draught,100571
Benishangul Gumz,2009,Males_draught,101154
Benishangul Gumz,2010,Males_draught,117652
Benishangul Gumz,2011,Males_draught,140678
Benishangul Gumz,2012,Males_draught,139319
Benishangul Gumz,2013,Males_draught,131098
Benishangul Gumz,2014,Males_draught,166673
Benishangul Gumz,2015,Males_draught,176483
Benishangul Gumz,2016,Males_draught,188799
Benishangul Gumz,2017,Males_draught,186941
Benishangul Gumz,2018,Males_draught,128423
Benishangul Gumz,2019,Males_draught,121641
Benishangul Gumz,2020,Males_draught,121911
Dire Dawa,2003,Males_draught,5114
Dire Dawa,2004,Males_draught,3626
Dire Dawa,2005,Males_draught,4320
Dire Dawa,2006,Males_draught,3364
Dire Dawa,2007,Males_draught,5666
Dire Dawa,2008,Males_draught,4207
Dire Dawa,2009,Males_draught,5852
Dire Dawa,2010,Males_draught,5788
Dire Dawa,2011,Males_draught,6070
Dire Dawa,2012,Males_draught,5913
Dire Dawa,2013,Males_draught,5056
Dire Dawa,2014,Males_draught,5331
Dire Dawa,2015,Males_draught,5750
Dire Dawa,2016,Males_draught,5480
Dire Dawa,2017,Males_draught,3715
Dire Dawa,2018,Males_draught,3804
Dire Dawa,2019,Males_draught,5831
Dire Dawa,2020,Males_draught,6205
Gambela,2003,Males_draught,0
Gambela,2004,Males_draught,0
Gambela,2005,Males_draught,0
Gambela,2006,Males_draught,0
Gambela,2007,Males_draught,6146
Gambela,2008,Males_draught,6201
Gambela,2009,Males_draught,6628
Gambela,2010,Males_draught,6172
Gambela,2011,Males_draught,7749
Gambela,2012,Males_draught,13766
Gambela,2013,Males_draught,12539
Gambela,2014,Males_draught,12534
Gambela,2015,Males_draught,13667
Gambela,2016,Males_draught,13190
Gambela,2017,Males_draught,12924
Gambela,2018,Males_draught,9375
Gambela,2019,Males_draught,2410
Gambela,2020,Males_draught,2500
Harari,2003,Males_draught,4527
Harari,2004,Males_draught,4298
Harari,2005,Males_draught,4441
Harari,2006,Males_draught,4119
Harari,2007,Males_draught,6078
Harari,2008,Males_draught,4834
Harari,2009,Males_draught,5007
Harari,2010,Males_draught,4468
Harari,2011,Males_draught,4133
Harari,2012,Males_draught,5665
Harari,2013,Males_draught,5572
Harari,2014,Males_draught,5255
Harari,2015,Males_draught,7031
Harari,2016,Males_draught,5672
Harari,2017,Males_draught,4413
Harari,2018,Males_draught,4982
Harari,2019,Males_draught,4242
Harari,2019,Males_draught,4242
Harari,2020,Males_draught,3901
Oromoa,2003,Males_draught,3984173
Oromoa,2004,Males_draught,4194115
Oromoa,2005,Males_draught,4601827
Oromoa,2006,Males_draught,4842948
Oromoa,2007,Males_draught,5073749
Oromoa,2008,Males_draught,5492463
Oromoa,2009,Males_draught,5796690
Oromoa,2010,Males_draught,5882738
Oromoa,2011,Males_draught,5634589
Oromoa,2012,Males_draught,5623639
Oromoa,2013,Males_draught,5725142
Oromoa,2014,Males_draught,5785770
Oromoa,2015,Males_draught,5979800
Oromoa,2016,Males_draught,6015616
Oromoa,2017,Males_draught,6086876
Oromoa,2018,Males_draught,5834477
Oromoa,2019,Males_draught,6077788
Oromoa,2020,Males_draught,6455161
SNNPR,2003,Males_draught,1249586
SNNPR,2004,Males_draught,1278086
SNNPR,2005,Males_draught,1327567
SNNPR,2006,Males_draught,1352810
SNNPR,2007,Males_draught,1576667
SNNPR,2008,Males_draught,1548973
SNNPR,2009,Males_draught,1576559
SNNPR,2010,Males_draught,1789866
SNNPR,2011,Males_draught,1653228
SNNPR,2012,Males_draught,1723221
SNNPR,2013,Males_draught,1769002
SNNPR,2014,Males_draught,1824544
SNNPR,2015,Males_draught,1715329
SNNPR,2016,Males_draught,1760372
SNNPR,2017,Males_draught,2418557
SNNPR,2018,Males_draught,1804191
SNNPR,2019,Males_draught,1787098
SNNPR,2020,Males_draught,1826606
Somali,2003,Males_draught,63398
Somali,2004,Males_draught,60859
Somali,2005,Males_draught,57885
Somali,2006,Males_draught,66347
Somali,2007,Males_draught,54520
Somali,2008,Males_draught,63515
Somali,2009,Males_draught,60537
Somali,2010,Males_draught,46617
Somali,2011,Males_draught,36481
Somali,2012,Males_draught,56705
Somali,2013,Males_draught,44718
Somali,2014,Males_draught,38877
Somali,2015,Males_draught,49940
Somali,2016,Males_draught,43909
Somali,2017,Males_draught,61059
Somali,2018,Males_draught,61059
Somali,2019,Males_draught,40301
Somali,2020,Males_draught,15936
Tigray,2003,Males_draught,757398
Tigray,2004,Males_draught,793749
Tigray,2005,Males_draught,788313
Tigray,2006,Males_draught,837449
Tigray,2007,Males_draught,895536
Tigray,2008,Males_draught,883171
Tigray,2009,Males_draught,952444
Tigray,2010,Males_draught,1079590
Tigray,2011,Males_draught,1056816
Tigray,2012,Males_draught,1159319
Tigray,2013,Males_draught,1218318
Tigray,2014,Males_draught,1356837
Tigray,2015,Males_draught,1326165
Tigray,2016,Males_draught,1450479
Tigray,2017,Males_draught,1411490
Tigray,2018,Males_draught,1492541
Tigray,2019,Males_draught,1487037
Tigray,2020,Males_draught,1487037
Addis Ababa,2003,Males_beef,1401
