year,region,species,population
2019,Gambela,Females: Draught,0
2020,Gambela,Females: Draught,0
2003,Harari,Females: Draught,0
2004,Harari,Females: Draught,0
2005,Harari,Females: Draught,0
2006,Harari,Females: Draught,0
2007,Harari,Females: Draught,0
2008,Harari,Females: Draught,0
2009,Harari,Females: Draught,0
2010,Harari,Females: Draught,0
2011,Harari,Females: Draught,0
2012,Harari,Females: Draught,0
2013,Harari,Females: Draught,0
2014,Harari,Females: Draught,0
2015,Harari,Females: Draught,0
2016,Harari,Females: Draught,0
2017,Harari,Females: Draught,0
2018,Harari,Females: Draught,0
2019,Harari,Females: Draught,0
2020,Harari,Females: Draught,0
2003,Oromoa,Females: Draught,0
2004,Oromoa,Females: Draught,0
2005,Oromoa,Females: Draught,0
2006,Oromoa,Females: Draught,0
2007,Oromoa,Females: Draught,0
2008,Oromoa,Females: Draught,0
2009,Oromoa,Females: Draught,0
2010,Oromoa,Females: Draught,0
2011,Oromoa,Females: Draught,0
2012,Oromoa,Females: Draught,0
2013,Oromoa,Females: Draught,0
2014,Oromoa,Females: Draught,0
2015,Oromoa,Females: Draught,0
2016,Oromoa,Females: Draught,0
2017,Oromoa,Females: Draught,0
2018,Oromoa,Females: Draught,0
2019,Oromoa,Females: Draught,0
2020,Oromoa,Females: Draught,0
2003,SNNPR,Females: Draught,0
2004,SNNPR,Females: Draught,0
2005,SNNPR,Females: Draught,0
2006,SNNPR,Females: Draught,0
2007,SNNPR,Females: Draught,0
2008,SNNPR,Females: Draught,0
2009,SNNPR,Females: Draught,0
2010,SNNPR,Females: Draught,0
2011,SNNPR,Females: Draught,0
2012,SNNPR,Females: Draught,0
2013,SNNPR,Females: Draught,0
2014,SNNPR,Females: Draught,0
2015,SNNPR,Females: Draught,0
2016,SNNPR,Females: Draught,0
2017,SNNPR,Females: Draught,0
2018,SNNPR,Females: Draught,0
2019,SNNPR,Females: Draught,0
2020,SNNPR,Females: Draught,0
2003,Somali,Females: Draught,0
2004,Somali,Females: Draught,0
2005,Somali,Females: Draught,0
2006,Somali,Females: Draught,0
2007,Somali,Females: Draught,0
2008,Somali,Females: Draught,0
2009,Somali,Females: Draught,0
2010,Somali,Females: Draught,0
2011,Somali,Females: Draught,0
2012,Somali,Females: Draught,0
2013,Somali,Females: Draught,0
2014,Somali,Females: Draught,0
2015,Somali,Females: Draught,0
2016,Somali,Females: Draught,0
2017,Somali,Females: Draught,0
2018,Somali,Females: Draught,0
2019,Somali,Females: Draught,0
2020,Somali,Females: Draught,0
2003,Tigray,Females: Draught,0
2004,Tigray,Females: Draught,0
2005,Tigray,Females: Draught,0
2006,Tigray,Females: Draught,0
2007,Tigray,Females: Draught,0
2008,Tigray,Females: Draught,0
2009,Tigray,Females: Draught,0
2010,Tigray,Females: Draught,0
2011,Tigray,Females: Draught,0
2012,Tigray,Females: Draught,0
2013,Tigray,Females: Draught,0
2014,Tigray,Females: Draught,0
2015,Tigray,Females: Draught,0
2016,Tigray,Females: Draught,0
2017,Tigray,Females: Draught,0
2018,Tigray,Females: Draught,0
2019,Tigray,Females: Draught,0
2020,Tigray,Females: Draught,0
2003,Addis Ababa,Females: Milk,0
2004,Addis Ababa,Females: Milk,0
2005,Addis Ababa,Females: Milk,0
2006,Addis Ababa,Females: Milk,0
2007,Addis Ababa,Females: Milk,0
2008,Addis Ababa,Females: Milk,0
2009,Addis Ababa,Females: Milk,0
2010,Addis Ababa,Females: Milk,0
2011,Addis Ababa,Females: Milk,0
2012,Addis Ababa,Females: Milk,0
2013,Addis Ababa,Females: Milk,0
2014,Addis Ababa,Females: Milk,0
2015,Addis Ababa,Females: Milk,0
2016,Addis Ababa,Females: Milk,0
2017,Addis Ababa,Females: Milk,0
2018,Addis Ababa,Females: Milk,0
2019,Addis Ababa,Females: Milk,0
2020,Addis Ababa,Females: Milk,0
2003,Afar,Females: Milk,61682
2004,Afar,Females: Milk,40293
2005,Afar,Females: Milk,42286
2006,Afar,Females: Milk,53370
2007,Afar,Females: Milk,35335
2008,Afar,Females: Milk,70797
2009,Afar,Females: Milk,72642
2010,Afar,Females: Milk,133689
2011,Afar,Females: Milk,93300
2012,Afar,Females: Milk,83216
2013,Afar,Females: Milk,91389
2014,Afar,Females: Milk,141867
2015,Afar,Females: Milk,157431
2016,Afar,Females: Milk,149080
2017,Afar,Females: Milk,196941
2018,Afar,Females: Milk,520257
2019,Afar,Females: Milk,387250
2020,Afar,Females: Milk,420630
2003,Amhara,Females: Milk,0
2004,Amhara,Females: Milk,0
2005,Amhara,Females: Milk,0
2006,Amhara,Females: Milk,0
2007,Amhara,Females: Milk,0
2008,Amhara,Females: Milk,0
2009,Amhara,Females: Milk,0
2010,Amhara,Females: Milk,0
2011,Amhara,Females: Milk,0
2012,Amhara,Females: Milk,0
2013,Amhara,Females: Milk,0
2014,Amhara,Females: Milk,0
2015,Amhara,Females: Milk,0
2016,Amhara,Females: Milk,0
2017,Amhara,Females: Milk,0
2018,Amhara,Females: Milk,0
2019,Amhara,Females: Milk,0
2020,Amhara,Females: Milk,0
2003,Benishangul Gumz,Females: Milk,0
2004,Benishangul Gumz,Females: Milk,0
2005,Benishangul Gumz,Females: Milk,0
2006,Benishangul Gumz,Females: Milk,0
2007,Benishangul Gumz,Females: Milk,0
2008,Benishangul Gumz,Females: Milk,0
2009,Benishangul Gumz,Females: Milk,0
2010,Benishangul Gumz,Females: Milk,0
2011,Benishangul Gumz,Females: Milk,0
2012,Benishangul Gumz,Females: Milk,0
2013,Benishangul Gumz,Females: Milk,0
2014,Benishangul Gumz,Females: Milk,0
2015,Benishangul Gumz,Females: Milk,0
2016,Benishangul Gumz,Females: Milk,0
2017,Benishangul Gumz,Females: Milk,0
2018,Benishangul Gumz,Females: Milk,0
2019,Benishangul Gumz,Females: Milk,0
2020,Benishangul Gumz,Females: Milk,0
2003,Dire Dawa,Females: Milk,2043
2004,Dire Dawa,Females: Milk,1328
2005,Dire Dawa,Females: Milk,1604
2006,Dire Dawa,Females: Milk,0
2007,Dire Dawa,Females: Milk,1035
2008,Dire Dawa,Females: Milk,1258
2009,Dire Dawa,Females: Milk,1236
2010,Dire Dawa,Females: Milk,1454
2011,Dire Dawa,Females: Milk,961
2012,Dire Dawa,Females: Milk,1081
2013,Dire Dawa,Females: Milk,746
2014,Dire Dawa,Females: Milk,797
2015,Dire Dawa,Females: Milk,896
2016,Dire Dawa,Females: Milk,898
2017,Dire Dawa,Females: Milk,1394
2018,Dire Dawa,Females: Milk,875
2019,Dire Dawa,Females: Milk,2574
2020,Dire Dawa,Females: Milk,1994
2003,Gambela,Females: Milk,0
2004,Gambela,Females: Milk,0
2005,Gambela,Females: Milk,0
2006,Gambela,Females: Milk,0
2007,Gambela,Females: Milk,0
2008,Gambela,Females: Milk,0
2009,Gambela,Females: Milk,0
2010,Gambela,Females: Milk,0
2011,Gambela,Females: Milk,0
2012,Gambela,Females: Milk,0
2013,Gambela,Females: Milk,0
2014,Gambela,Females: Milk,0
2015,Gambela,Females: Milk,0
2016,Gambela,Females: Milk,0
2017,Gambela,Females: Milk,0
2018,Gambela,Females: Milk,0
2019,Gambela,Females: Milk,0
2020,Gambela,Females: Milk,0
2003,Harari,Females: Milk,0
2004,Harari,Females: Milk,0
2005,Harari,Females: Milk,0
2006,Harari,Females: Milk,0
2007,Harari,Females: Milk,0
2008,Harari,Females: Milk,0
2009,Harari,Females: Milk,0
2010,Harari,Females: Milk,0
2011,Harari,Females: Milk,928
2012,Harari,Females: Milk,0
2013,Harari,Females: Milk,0
2014,Harari,Females: Milk,2072
2015,Harari,Females: Milk,0
2016,Harari,Females: Milk,0
2017,Harari,Females: Milk,0
2018,Harari,Females: Milk,0
2019,Harari,Females: Milk,0
2020,Harari,Females: Milk,0
2003,Oromoa,Females: Milk,41080
2004,Oromoa,Females: Milk,42809
2005,Oromoa,Females: Milk,45178
2006,Oromoa,Females: Milk,47930
2007,Oromoa,Females: Milk,200666
2008,Oromoa,Females: Milk,111853
2009,Oromoa,Females: Milk,100048
2010,Oromoa,Females: Milk,127387
2011,Oromoa,Females: Milk,71054
2012,Oromoa,Females: Milk,96786
2013,Oromoa,Females: Milk,93543
2014,Oromoa,Females: Milk,68182
2015,Oromoa,Females: Milk,94410
2016,Oromoa,Females: Milk,67361
2017,Oromoa,Females: Milk,58154
2018,Oromoa,Females: Milk,104160
2019,Oromoa,Females: Milk,79917
2020,Oromoa,Females: Milk,75408
2003,SNNPR,Females: Milk,0
2004,SNNPR,Females: Milk,0
2005,SNNPR,Females: Milk,0
2006,SNNPR,Females: Milk,0
2007,SNNPR,Females: Milk,0
2008,SNNPR,Females: Milk,0
2009,SNNPR,Females: Milk,0
2010,SNNPR,Females: Milk,0
2011,SNNPR,Females: Milk,0
2012,SNNPR,Females: Milk,0
2013,SNNPR,Females: Milk,0
2014,SNNPR,Females: Milk,0
2015,SNNPR,Females: Milk,0
2016,SNNPR,Females: Milk,0
2017,SNNPR,Females: Milk,0
2018,SNNPR,Females: Milk,0
2019,SNNPR,Females: Milk,0
2020,SNNPR,Females: Milk,0
2003,Somali,Females: Milk,52434
2004,Somali,Females: Milk,52773
2005,Somali,Females: Milk,39557
2006,Somali,Females: Milk,102921
2007,Somali,Females: Milk,108524
2008,Somali,Females: Milk,86755
2009,Somali,Females: Milk,65024
2010,Somali,Females: Milk,102735
2011,Somali,Females: Milk,60313
2012,Somali,Females: Milk,99535
2013,Somali,Females: Milk,68070
2014,Somali,Females: Milk,92452
2015,Somali,Females: Milk,63985
2016,Somali,Females: Milk,58481
2017,Somali,Females: Milk,32356
2018,Somali,Females: Milk,32356
2019,Somali,Females: Milk,159755
2020,Somali,Females: Milk,2489655
2003,Tigray,Females: Milk,0
2004,Tigray,Females: Milk,0
2005,Tigray,Females: Milk,0
2006,Tigray,Females: Milk,0
2007,Tigray,Females: Milk,0
2008,Tigray,Females: Milk,0
2009,Tigray,Females: Milk,0
2010,Tigray,Females: Milk,0
2011,Tigray,Females: Milk,0
2012,Tigray,Females: Milk,0
2013,Tigray,Females: Milk,0
2014,Tigray,Females: Milk,0
2015,Tigray,Females: Milk,0
2016,Tigray,Females: Milk,0
2017,Tigray,Females: Milk,0
2018,Tigray,Females: Milk,0
2019,Tigray,Females: Milk,0
2020,Tigray,Females: Milk,0
2003,Addis Ababa,Females: Other,0
2004,Addis Ababa,Females: Other,0
2005,Addis Ababa,Females: Other,0
2006,Addis Ababa,Females: Other,0
2007,Addis Ababa,Females: Other,0
2008,Addis Ababa,Females: Other,0
2009,Addis Ababa,Females: Other,0
2010,Addis Ababa,Females: Other,0
2011,Addis Ababa,Females: Other,0
2012,Addis Ababa,Females: Other,0
2013,Addis Ababa,Females: Other,0
2014,Addis Ababa,Females: Other,0
2015,Addis Ababa,Females: Other,0
2016,Addis Ababa,Females: Other,0
2017,Addis Ababa,Females: Other,0
2018,Addis Ababa,Females: Other,0
2019,Addis Ababa,Females: Other,0
2020,Addis Ababa,Females: Other,0
2003,Afar,Females: Other,2233
2004,Afar,Females: Other,12549
2005,Afar,Females: Other,16569
2006,Afar,Females: Other,25681
2007,Afar,Females: Other,11411
2008,Afar,Females: Other,0
2009,Afar,Females: Other,52720
2010,Afar,Females: Other,82597
2011,Afar,Females: Other,0
2012,Afar,Females: Other,54419
2013,Afar,Females: Other,0
2014,Afar,Females: Other,108626
2015,Afar,Females: Other,121827
2016,Afar,Females: Other,118847
2017,Afar,Females: Other,207882
2018,Afar,Females: Other,78900
2019,Afar,Females: Other,159412
2020,Afar,Females: Other,135614
2003,Amhara,Females: Other,0
2004,Amhara,Females: Other,0
2005,Amhara,Females: Other,0
2006,Amhara,Females: Other,0
2007,Amhara,Females: Other,0
2008,Amhara,Females: Other,0
2009,Amhara,Females: Other,0
2010,Amhara,Females: Other,0
2011,Amhara,Females: Other,0
2012,Amhara,Females: Other,0
2013,Amhara,Females: Other,0
2014,Amhara,Females: Other,0
2015,Amhara,Females: Other,0
2016,Amhara,Females: Other,0
2017,Amhara,Females: Other,0
2018,Amhara,Females: Other,0
2019,Amhara,Females: Other,0
2020,Amhara,Females: Other,0
2003,Benishangul Gumz,Females: Other,0
2004,Benishangul Gumz,Females: Other,0
2005,Benishangul Gumz,Females: Other,0
2006,Benishangul Gumz,Females: Other,0
2007,Benishangul Gumz,Females: Other,0
2008,Benishangul Gumz,Females: Other,0
2009,Benishangul Gumz,Females: Other,0
2010,Benishangul Gumz,Females: Other,0
2011,Benishangul Gumz,Females: Other,0
2012,Benishangul Gumz,Females: Other,0
2013,Benishangul Gumz,Females: Other,0
2014,Benishangul Gumz,Females: Other,0
2015,Benishangul Gumz,Females: Other,0
2016,Benishangul Gumz,Females: Other,0
2017,Benishangul Gumz,Females: Other,0
2018,Benishangul Gumz,Females: Other,0
2019,Benishangul Gumz,Females: Other,0
2020,Benishangul Gumz,Females: Other,0
2003,Dire Dawa,Females: Other,0
2004,Dire Dawa,Females: Other,0
2005,Dire Dawa,Females: Other,0
2006,Dire Dawa,Females: Other,585
2007,Dire Dawa,Females: Other,475
2008,Dire Dawa,Females: Other,535
2009,Dire Dawa,Females: Other,721
2010,Dire Dawa,Females: Other,766
2011,Dire Dawa,Females: Other,1449
2012,Dire Dawa,Females: Other,545
2013,Dire Dawa,Females: Other,950
2014,Dire Dawa,Females: Other,1010
2015,Dire Dawa,Females: Other,1064
2016,Dire Dawa,Females: Other,0
2017,Dire Dawa,Females: Other,0
2018,Dire Dawa,Females: Other,0
2019,Dire Dawa,Females: Other,0
2020,Dire Dawa,Females: Other,0
2003,Gambela,Females: Other,0
2004,Gambela,Females: Other,0
2005,Gambela,Females: Other,0
2006,Gambela,Females: Other,0
2007,Gambela,Females: Other,0
2008,Gambela,Females: Other,0
2009,Gambela,Females: Other,0
2010,Gambela,Females: Other,0
2011,Gambela,Females: Other,0
2012,Gambela,Females: Other,0
2013,Gambela,Females: Other,0
2014,Gambela,Females: Other,0
2015,Gambela,Females: Other,0
2016,Gambela,Females: Other,0
2017,Gambela,Females: Other,0
2018,Gambela,Females: Other,0
2019,Gambela,Females: Other,0
2020,Gambela,Females: Other,0
2003,Harari,Females: Other,0
2004,Harari,Females: Other,0
2005,Harari,Females: Other,0
2006,Harari,Females: Other,0
2007,Harari,Females: Other,0
2008,Harari,Females: Other,0
2009,Harari,Females: Other,0
2010,Harari,Females: Other,0
2011,Harari,Females: Other,0
2012,Harari,Females: Other,0
2013,Harari,Females: Other,0
2014,Harari,Females: Other,0
2015,Harari,Females: Other,1483
2016,Harari,Females: Other,0
2017,Harari,Females: Other,0
2018,Harari,Females: Other,0
2019,Harari,Females: Other,0
2020,Harari,Females: Other,0
2003,Oromoa,Females: Other,10519
2004,Oromoa,Females: Other,22944
2005,Oromoa,Females: Other,0
2006,Oromoa,Females: Other,15981
2007,Oromoa,Females: Other,38726
2008,Oromoa,Females: Other,8062
2009,Oromoa,Females: Other,23680
2010,Oromoa,Females: Other,34367
2011,Oromoa,Females: Other,0
2012,Oromoa,Females: Other,41462
2013,Oromoa,Females: Other,41633
2014,Oromoa,Females: Other,45782
2015,Oromoa,Females: Other,47064
2016,Oromoa,Females: Other,77205
2017,Oromoa,Females: Other,0
2018,Oromoa,Females: Other,0
2019,Oromoa,Females: Other,39448
2020,Oromoa,Females: Other,39215
2003,SNNPR,Females: Other,0
2004,SNNPR,Females: Other,0
2005,SNNPR,Females: Other,0
2006,SNNPR,Females: Other,0
2007,SNNPR,Females: Other,0
2008,SNNPR,Females: Other,0
2009,SNNPR,Females: Other,0
2010,SNNPR,Females: Other,0
2011,SNNPR,Females: Other,0
2012,SNNPR,Females: Other,0
2013,SNNPR,Females: Other,0
2014,SNNPR,Females: Other,0
2015,SNNPR,Females: Other,0
2016,SNNPR,Females: Other,0
2017,SNNPR,Females: Other,0
2018,SNNPR,Females: Other,0
2019,SNNPR,Females: Other,0
2020,SNNPR,Females: Other,0
2003,Somali,Females: Other,0
2004,Somali,Females: Other,24229
2005,Somali,Females: Other,20609
2006,Somali,Females: Other,17597
2007,Somali,Females: Other,0
2008,Somali,Females: Other,20171
2009,Somali,Females: Other,66913
2010,Somali,Females: Other,45573
2011,Somali,Females: Other,66722
2012,Somali,Females: Other,48332
2013,Somali,Females: Other,97291
2014,Somali,Females: Other,87654
2015,Somali,Females: Other,116605
2016,Somali,Females: Other,72759
2017,Somali,Females: Other,73574
2018,Somali,Females: Other,73574
2019,Somali,Females: Other,155230
2020,Somali,Females: Other,563685
2003,Tigray,Females: Other,0
2004,Tigray,Females: Other,0
2005,Tigray,Females: Other,0
2006,Tigray,Females: Other,0
2007,Tigray,Females: Other,0
2008,Tigray,Females: Other,0
2009,Tigray,Females: Other,0
2010,Tigray,Females: Other,0
2011,Tigray,Females: Other,0
2012,Tigray,Females: Other,0
2013,Tigray,Females: Other,0
2014,Tigray,Females: Other,0
2015,Tigray,Females: Other,0
2016,Tigray,Females: Other,0
2017,Tigray,Females: Other,0
2018,Tigray,Females: Other,0
2019,Tigray,Females: Other,0
2020,Tigray,Females: Other,0
2003,Addis Ababa,Total Holdings,0
2004,Addis Ababa,Total Holdings,0
2005,Addis Ababa,Total Holdings,0
2006,Addis Ababa,Total Holdings,0
2007,Addis Ababa,Total Holdings,0
2008,Addis Ababa,Total Holdings,0
2009,Addis Ababa,Total Holdings,0
2010,Addis Ababa,Total Holdings,0
2011,Addis Ababa,Total Holdings,0
2012,Addis Ababa,Total Holdings,0
2013,Addis Ababa,Total Holdings,0
2014,Addis Ababa,Total Holdings,0
2015,Addis Ababa,Total Holdings,0
2016,Addis Ababa,Total Holdings,0
2017,Addis Ababa,Total Holdings,0
2018,Addis Ababa,Total Holdings,0
2019,Addis Ababa,Total Holdings,0
2020,Addis Ababa,Total Holdings,0
2003,Afar,Total Holdings,0
2004,Afar,Total Holdings,27990
2005,Afar,Total Holdings,28957
2006,Afar,Total Holdings,31133
2007,Afar,Total Holdings,78534
2008,Afar,Total Holdings,46243
2009,Afar,Total Holdings,49621
2010,Afar,Total Holdings,176074
2011,Afar,Total Holdings,102751
2012,Afar,Total Holdings,117073
2013,Afar,Total Holdings,219077
2014,Afar,Total Holdings,258758
2015,Afar,Total Holdings,232615
2016,Afar,Total Holdings,252980
2017,Afar,Total Holdings,184985
2018,Afar,Total Holdings,410363
2019,Afar,Total Holdings,370367
2020,Afar,Total Holdings,339402
2003,Amhara,Total Holdings,0
2004,Amhara,Total Holdings,3177364
2005,Amhara,Total Holdings,3140806
2006,Amhara,Total Holdings,3399955
2007,Amhara,Total Holdings,7201134
2008,Amhara,Total Holdings,4006779
2009,Amhara,Total Holdings,4049796
2010,Amhara,Total Holdings,8489603
2011,Amhara,Total Holdings,4373004
2012,Amhara,Total Holdings,4493726
2013,Amhara,Total Holdings,4582890
2014,Amhara,Total Holdings,4838982
2015,Amhara,Total Holdings,4922253
2016,Amhara,Total Holdings,5174526
2017,Amhara,Total Holdings,5369494
2018,Amhara,Total Holdings,4907940
2019,Amhara,Total Holdings,4970236
2020,Amhara,Total Holdings,5244863
2003,Benishangul Gumz,Total Holdings,0
2004,Benishangul Gumz,Total Holdings,136463
2005,Benishangul Gumz,Total Holdings,138371
2006,Benishangul Gumz,Total Holdings,151603
2007,Benishangul Gumz,Total Holdings,276784
2008,Benishangul Gumz,Total Holdings,143620
2009,Benishangul Gumz,Total Holdings,147640
2010,Benishangul Gumz,Total Holdings,397648
2011,Benishangul Gumz,Total Holdings,216770
2012,Benishangul Gumz,Total Holdings,218280
2013,Benishangul Gumz,Total Holdings,208865
2014,Benishangul Gumz,Total Holdings,235178
2015,Benishangul Gumz,Total Holdings,247229
2016,Benishangul Gumz,Total Holdings,248200
2017,Benishangul Gumz,Total Holdings,323508
2018,Benishangul Gumz,Total Holdings,253142
2019,Benishangul Gumz,Total Holdings,209442
2020,Benishangul Gumz,Total Holdings,210313
2003,Dire Dawa,Total Holdings,0
2004,Dire Dawa,Total Holdings,16928
2005,Dire Dawa,Total Holdings,18299
2006,Dire Dawa,Total Holdings,18584
2007,Dire Dawa,Total Holdings,42172
2008,Dire Dawa,Total Holdings,21947
2009,Dire Dawa,Total Holdings,22783
2010,Dire Dawa,Total Holdings,46238
2011,Dire Dawa,Total Holdings,23336
2012,Dire Dawa,Total Holdings,26225
2013,Dire Dawa,Total Holdings,26298
2014,Dire Dawa,Total Holdings,27882
2015,Dire Dawa,Total Holdings,27500
2016,Dire Dawa,Total Holdings,27448
2017,Dire Dawa,Total Holdings,31884
2018,Dire Dawa,Total Holdings,26467
2019,Dire Dawa,Total Holdings,43936
2020,Dire Dawa,Total Holdings,44450
2003,Gambela,Total Holdings,0
2004,Gambela,Total Holdings,0
2005,Gambela,Total Holdings,0
2006,Gambela,Total Holdings,0
2007,Gambela,Total Holdings,74628
2008,Gambela,Total Holdings,35076
2009,Gambela,Total Holdings,36027
2010,Gambela,Total Holdings,86306
2011,Gambela,Total Holdings,45477
2012,Gambela,Total Holdings,53877
2013,Gambela,Total Holdings,62804
2014,Gambela,Total Holdings,61463
2015,Gambela,Total Holdings,68888
2016,Gambela,Total Holdings,76910
2017,Gambela,Total Holdings,72008
2018,Gambela,Total Holdings,72334
2019,Gambela,Total Holdings,54454
2020,Gambela,Total Holdings,56253
2003,Harari,Total Holdings,0
2004,Harari,Total Holdings,14758
2005,Harari,Total Holdings,15746
2006,Harari,Total Holdings,17046
2007,Harari,Total Holdings,35862
2008,Harari,Total Holdings,18343
2009,Harari,Total Holdings,18590
2010,Harari,Total Holdings,40288
2011,Harari,Total Holdings,20770
2012,Harari,Total Holdings,23221
2013,Harari,Total Holdings,24677
2014,Harari,Total Holdings,26132
2015,Harari,Total Holdings,25684
2016,Harari,Total Holdings,29243
2017,Harari,Total Holdings,33152
2018,Harari,Total Holdings,42690
2019,Harari,Total Holdings,51461
2020,Harari,Total Holdings,55734
2003,Oromoa,Total Holdings,0
2004,Oromoa,Total Holdings,105232
2005,Oromoa,Total Holdings,107319
2006,Oromoa,Total Holdings,119946
2007,Oromoa,Total Holdings,282866
2008,Oromoa,Total Holdings,146700
2009,Oromoa,Total Holdings,153119
2010,Oromoa,Total Holdings,249515
2011,Oromoa,Total Holdings,120639
2012,Oromoa,Total Holdings,146132
2013,Oromoa,Total Holdings,166978
2014,Oromoa,Total Holdings,148699
2015,Oromoa,Total Holdings,117650
2016,Oromoa,Total Holdings,146588
2017,Oromoa,Total Holdings,187634
2018,Oromoa,Total Holdings,187755
2019,Oromoa,Total Holdings,577319
2020,Oromoa,Total Holdings,641236
2003,SNNPR,Total Holdings,0
2004,SNNPR,Total Holdings,2619000
2005,SNNPR,Total Holdings,2586612
2006,SNNPR,Total Holdings,2756517
2007,SNNPR,Total Holdings,5837804
2008,SNNPR,Total Holdings,2935372
2009,SNNPR,Total Holdings,2975433
2010,SNNPR,Total Holdings,7192116
2011,SNNPR,Total Holdings,334713
2012,SNNPR,Total Holdings,3481137
2013,SNNPR,Total Holdings,3564454
2014,SNNPR,Total Holdings,3610903
2015,SNNPR,Total Holdings,3467676
2016,SNNPR,Total Holdings,3642887
2017,SNNPR,Total Holdings,3927762
2018,SNNPR,Total Holdings,3431207
2019,SNNPR,Total Holdings,3967785
2020,SNNPR,Total Holdings,2916669
2003,Somali,Total Holdings,0
2004,Somali,Total Holdings,105232
2005,Somali,Total Holdings,107319
2006,Somali,Total Holdings,119946
2007,Somali,Total Holdings,282866
2008,Somali,Total Holdings,146700
2009,Somali,Total Holdings,153119
2010,Somali,Total Holdings,249515
2011,Somali,Total Holdings,120639
2012,Somali,Total Holdings,146132
2013,Somali,Total Holdings,166978
2014,Somali,Total Holdings,148699
2015,Somali,Total Holdings,117650
2016,Somali,Total Holdings,146588
2017,Somali,Total Holdings,187634
2018,Somali,Total Holdings,187755
2019,Somali,Total Holdings,577319
2020,Somali,Total Holdings,641236
2003,Tigray,Total Holdings,0
2004,Tigray,Total Holdings,709343
2005,Tigray,Total Holdings,689556
2006,Tigray,Total Holdings,762613
2007,Tigray,Total Holdings,1661843
2008,Tigray,Total Holdings,831210
2009,Tigray,Total Holdings,906354
2010,Tigray,Total Holdings,1997884
2011,Tigray,Total Holdings,976629
2012,Tigray,Total Holdings,1068015
2013,Tigray,Total Holdings,1134362
2014,Tigray,Total Holdings,1239461
2015,Tigray,Total Holdings,1236271
2016,Tigray,Total Holdings,1327444
2017,Tigray,Total Holdings,1512721
2018,Tigray,Total Holdings,1479377
2019,Tigray,Total Holdings,1480125
2020,Tigray,Total Holdings,1479536
2003,Addis Ababa,No Camels Holdings,0
2004,Addis Ababa,No Camels Holdings,0
2005,Addis Ababa,No Camels Holdings,0
2006,Addis Ababa,No Camels Holdings,0
2007,Addis Ababa,No Camels Holdings,0
2008,Addis Ababa,No Camels Holdings,0
2009,Addis Ababa,No Camels Holdings,0
2010,Addis Ababa,No Camels Holdings,0
2011,Addis Ababa,No Camels Holdings,0
2012,Addis Ababa,No Camels Holdings,0
2013,Addis Ababa,No Camels Holdings,0
2014,Addis Ababa,No Camels Holdings,0
2015,Addis Ababa,No Camels Holdings,0
2016,Addis Ababa,No Camels Holdings,0
2017,Addis Ababa,No Camels Holdings,0
2018,Addis Ababa,No Camels Holdings,0
2019,Addis Ababa,No Camels Holdings,0
2020,Addis Ababa,No Camels Holdings,0
2003,Afar,No Camels Holdings,0
2004,Afar,No Camels Holdings,19221
2005,Afar,No Camels Holdings,17957
2006,Afar,No Camels Holdings,19604
2007,Afar,No Camels Holdings,41324
2008,Afar,No Camels Holdings,26496
2009,Afar,No Camels Holdings,29174
2010,Afar,No Camels Holdings,94265
2011,Afar,No Camels Holdings,64804
2012,Afar,No Camels Holdings,78747
2013,Afar,No Camels Holdings,150134
2014,Afar,No Camels Holdings,190123
2015,Afar,No Camels Holdings,154152
2016,Afar,No Camels Holdings,170160
2017,Afar,No Camels Holdings,112538
2018,Afar,No Camels Holdings,220002
2019,Afar,No Camels Holdings,210846
2020,Afar,No Camels Holdings,183933
2003,Amhara,No Camels Holdings,0
2004,Amhara,No Camels Holdings,3167333
2005,Amhara,No Camels Holdings,3132623
2006,Amhara,No Camels Holdings,3380572
2007,Amhara,No Camels Holdings,3600715
2008,Amhara,No Camels Holdings,3974020
2009,Amhara,No Camels Holdings,4026123
2010,Amhara,No Camels Holdings,4244866
2011,Amhara,No Camels Holdings,4333153
2012,Amhara,No Camels Holdings,4455900
2013,Amhara,No Camels Holdings,4537644
2014,Amhara,No Camels Holdings,4790785
2015,Amhara,No Camels Holdings,4875576
2016,Amhara,No Camels Holdings,5127980
2017,Amhara,No Camels Holdings,5271835
2018,Amhara,No Camels Holdings,4878796
2019,Amhara,No Camels Holdings,4927714
2020,Amhara,No Camels Holdings,5207290
2003,Benishangul Gumz,No Camels Holdings,0
2004,Benishangul Gumz,No Camels Holdings,136463
2005,Benishangul Gumz,No Camels Holdings,138371
2006,Benishangul Gumz,No Camels Holdings,151603
2007,Benishangul Gumz,No Camels Holdings,138392
2008,Benishangul Gumz,No Camels Holdings,143620
2009,Benishangul Gumz,No Camels Holdings,147640
2010,Benishangul Gumz,No Camels Holdings,198824
2011,Benishangul Gumz,No Camels Holdings,216770
2012,Benishangul Gumz,No Camels Holdings,218280
2013,Benishangul Gumz,No Camels Holdings,208865
2014,Benishangul Gumz,No Camels Holdings,235050
2015,Benishangul Gumz,No Camels Holdings,246997
2016,Benishangul Gumz,No Camels Holdings,248200
2017,Benishangul Gumz,No Camels Holdings,323508
2018,Benishangul Gumz,No Camels Holdings,253142
2019,Benishangul Gumz,No Camels Holdings,209442
2020,Benishangul Gumz,No Camels Holdings,210313
2003,Dire Dawa,No Camels Holdings,0
2004,Dire Dawa,No Camels Holdings,14295
2005,Dire Dawa,No Camels Holdings,15229
2006,Dire Dawa,No Camels Holdings,15814
